ECONOMY,YEAR,US Dollars at current prices and current exchange rates in millions,US Dollars at current prices and current exchange rates per capita,Percentage of total world,Percentage of Gross Domestic Product
          Algeria,1991,80,3.085162835,0.051923527,0.171415587
          Algeria,1992,30,1.129604451,0.018085275,0.060955178
          Algeria,1993,0,0,0,0
          Algeria,1994,0,0,0,0
          Algeria,1995,0,0,0,0
          Algeria,1996,270,9.379280925,0.069071457,0.575176632
          Algeria,1997,260,8.891041889,0.053294688,0.539676027
          Algeria,1998,606.6,20.4423487,0.085888328,1.258829374
          Algeria,1999,291.6,9.688026284,0.026717029,0.5994983
          Algeria,2000,280.1,9.173432469,0.019999421,0.511220955
          Algeria,2001,1107.9,35.75922625,0.133866213,2.007752082
          Algeria,2002,1065,33.87205485,0.169592793,1.870141081
          Algeria,2003,633.7,19.85682406,0.107963735,0.931676547
          Algeria,2004,881.9,27.22245627,0.118482524,1.033486389
          Algeria,2005,1081.1,32.87172344,0.110234537,1.047233389
          Algeria,2006,1795.4,53.7674435,0.122690988,1.531800343
          Algeria,2007,1661.8,49.01109975,0.084118898,1.229881448
          Algeria,2008,2593.6,75.33396917,0.144836755,1.513252779
          Algeria,2009,2746.4,78.58045203,0.229282495,1.991703171
          Algeria,2010,2264,63.83181242,0.172956286,1.427043507
          Algeria,2011,2571,71.45598135,0.168654065,1.380950454
          American Samoa,1980,..,..,..,..
          American Samoa,1981,..,..,..,..
          American Samoa,1982,..,..,..,..
          American Samoa,1983,..,..,..,..
          American Samoa,1984,..,..,..,..
          American Samoa,1985,..,..,..,..
          American Samoa,1986,..,..,..,..
          American Samoa,1987,..,..,..,..
          American Samoa,1988,..,..,..,..
          American Samoa,1989,..,..,..,..
          American Samoa,1990,..,..,..,..
          American Samoa,1991,..,..,..,..
          American Samoa,1992,..,..,..,..
          American Samoa,1993,..,..,..,..
          American Samoa,1994,..,..,..,..
          American Samoa,1995,..,..,..,..
          American Samoa,1996,..,..,..,..
          American Samoa,1997,..,..,..,..
          American Samoa,1998,..,..,..,..
          American Samoa,1999,..,..,..,..
          American Samoa,2000,..,..,..,..
          American Samoa,2001,..,..,..,..
          American Samoa,2002,..,..,..,..
          American Samoa,2003,..,..,..,..
          American Samoa,2004,..,..,..,..
          American Samoa,2005,..,..,..,..
          American Samoa,2006,..,..,..,..
          American Samoa,2007,..,..,..,..
          American Samoa,2008,..,..,..,..
          American Samoa,2009,..,..,..,..
          American Samoa,2010,..,..,..,..
          American Samoa,2011,..,..,..,..
          Andorra,1980,..,..,..,..
          Andorra,1981,..,..,..,..
          Andorra,1982,..,..,..,..
          Andorra,1983,..,..,..,..
          Andorra,1984,..,..,..,..
          Andorra,1985,..,..,..,..
          Andorra,1986,..,..,..,..
          Andorra,1987,..,..,..,..
          Andorra,1988,..,..,..,..
          Andorra,1989,..,..,..,..
          Andorra,1990,..,..,..,..
          Andorra,1991,..,..,..,..
          Andorra,1992,..,..,..,..
          Andorra,1993,..,..,..,..
          Andorra,1994,..,..,..,..
          Andorra,1995,..,..,..,..
          Andorra,1996,..,..,..,..
          Andorra,1997,..,..,..,..
          Andorra,1998,..,..,..,..
          Andorra,1999,..,..,..,..
          Andorra,2000,..,..,..,..
          Andorra,2001,..,..,..,..
          Andorra,2002,..,..,..,..
          Andorra,2003,..,..,..,..
          Andorra,2004,..,..,..,..
          Andorra,2005,..,..,..,..
          Andorra,2006,..,..,..,..
          Andorra,2007,..,..,..,..
          Andorra,2008,..,..,..,..
          Andorra,2009,..,..,..,..
          Andorra,2010,..,..,..,..
          Andorra,2011,..,..,..,..
          Angola,1980,37.42,4.898918886,0.069195923,0.694265916
          Angola,1981,49.05,6.206214869,0.070504279,0.972348381
          Angola,1982,115.81,14.13735291,0.199468656,2.295773007
          Angola,1983,104.33,12.28614072,0.207548565,1.984578421
          Angola,1984,67.14,7.641135668,0.118123288,1.204838393
          Angola,1985,278,30.66550094,0.497618369,4.049271665
          Angola,1986,234,25.10042853,0.270901164,3.631861217
          Angola,1987,119,12.44405925,0.087089415,1.603943812
          Angola,1988,131,13.36778344,0.079866574,1.635477383
          Angola,1989,200,19.89541577,0.101380406,2.145690045
          Angola,1990,-334.5,-32.36558461,-0.161239772,-3.248557433
          Angola,1991,664.1,62.33623363,0.431030181,5.457957669
          Angola,1992,288,26.17489373,0.173618636,2.060915526
          Angola,1993,302,26.55703827,0.135234218,2.98229391
          Angola,1994,170.1,14.48527458,0.066445328,1.632198901
          Angola,1995,472,38.99181378,0.137690197,9.451098386
          Angola,1996,180.63,14.50525889,0.046208805,2.767935623
          Angola,1997,411.65,32.17967272,0.08437984,5.382187329
          Angola,1998,1114,84.79049555,0.157730955,17.28460467
          Angola,1999,2471.401,182.9099124,0.226435161,40.09856983
          Angola,2000,878.601,63.08900386,0.062732991,9.620100486
          Angola,2001,2145.501,149.1148607,0.259238283,24.01073783
          Angola,2002,1672.06,112.2905826,0.266262278,14.62647404
          Angola,2003,3504.7,227.2835898,0.597097209,25.11201393
          Angola,2004,1449.31,90.82335159,0.194713581,7.328916825
          Angola,2005,-1303.85977,-79.07441988,-0.132948273,-4.256910381
          Angola,2006,-37.71486,-2.217169225,-0.002577294,-0.090250725
          Angola,2007,-893.342152,-50.97423364,-0.045220218,-1.477847452
          Angola,2008,1678.97101,93.07985147,0.093760299,1.994535107
          Angola,2009,2205.29818,118.8512267,0.184108749,2.921205964
          Angola,2010,-3227.211182,-169.1240994,-0.246539955,-3.913175914
          Angola,2011,-5585.52927,-284.7082412,-0.366403041,-5.530795591
          Anguilla,1980,0,0,0,0
          Anguilla,1981,0,0,0,0
          Anguilla,1982,0,0,0,0
          Anguilla,1983,0,0,0,0
          Anguilla,1984,0,0,0,0
          Anguilla,1985,0,0,0,0
          Anguilla,1986,0,0,0,0
          Anguilla,1987,0,0,0,0
          Anguilla,1988,0,0,0,0
          Anguilla,1989,0,0,0,0
          Anguilla,1990,10.82,1298.607777,0.005215588,19.86806311
          Anguilla,1991,6.114814815,705.3656494,0.003968784,10.92220164
          Anguilla,1992,15.42222222,1716.440982,0.009297171,25.35159817
          Anguilla,1993,6.466666667,697.0644246,0.002895744,9.747111037
          Anguilla,1994,11.14444444,1167.079741,0.0043533,15.05403242
          Anguilla,1995,17.58148148,1793.113869,0.005128809,23.527954
          Anguilla,1996,33.22962963,3311.043207,0.008500811,42.11218024
          Anguilla,1997,21.24444444,2073.842683,0.004354677,24.0412423
          Anguilla,1998,28.06296296,2682.627183,0.003973427,28.1004302
          Anguilla,1999,38.01111111,3543.498752,0.003482661,35.8232399
          Anguilla,2000,43.04074074,3888.755036,0.003073152,39.8443393
          Anguilla,2001,34.68703704,3016.788749,0.004191193,31.48384711
          Anguilla,2002,38.17808519,3180.711921,0.006079557,33.76710125
          Anguilla,2003,34.3739,2739.392732,0.005856296,29.20559192
          Anguilla,2004,91.75051852,7012.95716,0.012326605,61.56528655
          Anguilla,2005,117.3074074,8642.06626,0.011961269,69.11201545
          Anguilla,2006,141.9962963,10136.80014,0.009703501,64.98135593
          Anguilla,2007,118.8777778,8259.416229,0.006017492,43.42302853
          Anguilla,2008,98.71481481,6698.433522,0.005512621,33.9866364
          Anguilla,2009,37.46125037,2488.292951,0.003127443,17.33455175
          Anguilla,2010,24.90603333,1621.697704,0.001902675,11.79407301
          Anguilla,2011,10.70682667,684.3609247,0.000702353,5.070140784
          Antigua and Barbuda,1980,19.6,279.0909609,0.036243722,17.81218445
          Antigua and Barbuda,1981,22.4,321.6588406,0.032197673,17.99464445
          Antigua and Barbuda,1982,23,334.2877491,0.039614706,16.67561762
          Antigua and Barbuda,1983,5,73.75501534,0.009946735,3.262445626
          Antigua and Barbuda,1984,4.4,65.9660275,0.007741175,2.536835362
          Antigua and Barbuda,1985,15.6,237.7541378,0.027923909,7.787021631
          Antigua and Barbuda,1986,22.6,350.1758627,0.026163959,9.507634777
          Antigua and Barbuda,1987,38.6,607.7783026,0.028249172,13.47416869
          Antigua and Barbuda,1988,32.95,525.7782955,0.020088577,9.728479573
          Antigua and Barbuda,1989,43.11,693.1759712,0.021852547,11.54514526
          Antigua and Barbuda,1990,58.75,944.5033922,0.028319392,15.00368885
          Antigua and Barbuda,1991,54.79259259,873.1330687,0.035562808,13.33802157
          Antigua and Barbuda,1992,19.64814815,307.9550508,0.011844738,4.621885346
          Antigua and Barbuda,1993,15.24074074,233.6175349,0.006824734,3.344930175
          Antigua and Barbuda,1994,24.78888889,370.5641511,0.009683162,4.953118178
          Antigua and Barbuda,1995,31.48518519,458.6868854,0.009184749,6.378014195
          Antigua and Barbuda,1996,19.35185185,274.6891675,0.004950595,3.577125566
          Antigua and Barbuda,1997,22.94444444,317.2540091,0.004703142,3.956949412
          Antigua and Barbuda,1998,22.77407407,306.9695926,0.003224575,3.672952519
          Antigua and Barbuda,1999,51.79142222,681.6006083,0.004745243,7.945139572
          Antigua and Barbuda,2000,43.11592593,555.2169301,0.00307852,6.491588087
          Antigua and Barbuda,2001,98.45222222,1243.633199,0.011895863,14.14054313
          Antigua and Barbuda,2002,65.86506481,818.1284213,0.010488489,9.231311383
          Antigua and Barbuda,2003,166.3211437,2035.355912,0.028336203,22.08465115
          Antigua and Barbuda,2004,80.36658519,970.1656871,0.010797183,9.85613812
          Antigua and Barbuda,2005,220.9633741,2633.149508,0.022530566,25.49130751
          Antigua and Barbuda,2006,358.8201637,4223.798895,0.024520441,35.49576981
          Antigua and Barbuda,2007,338.2047333,3935.58775,0.017119635,29.27250224
          Antigua and Barbuda,2008,174.1886411,2004.910638,0.009727374,14.47573311
          Antigua and Barbuda,2009,80.64665259,918.5058722,0.006732765,7.125754706
          Antigua and Barbuda,2010,96.67920778,1089.834379,0.007385723,8.647852045
          Antigua and Barbuda,2011,59.39162889,662.7642379,0.003896009,5.247717154
          Argentina,1980,678,24.10149074,1.253736929,0.897828456
          Argentina,1981,837,29.30512096,1.203100545,1.071454564
          Argentina,1982,227,7.827300106,0.390979924,0.282838937
          Argentina,1983,185,6.282266015,0.368029182,0.212977339
          Argentina,1984,268,8.963287745,0.471507912,0.291516171
          Argentina,1985,919,30.27583626,1.645004607,1.042530577
          Argentina,1986,574,18.62971984,0.664518239,0.542162215
          Argentina,1987,-19,-0.607615035,-0.013905033,-0.017461488
          Argentina,1988,1147,36.14974631,0.699289776,0.903930866
          Argentina,1989,1028,31.93818854,0.521095287,1.341513812
          Argentina,1990,1836,56.2457919,0.885011125,1.298874162
          Argentina,1991,2439,73.70009753,1.583018537,1.285652258
          Argentina,1992,4430.978,132.1101658,2.671181787,1.936797527
          Argentina,1993,2793.085,82.19298815,1.25073068,1.179738535
          Argentina,1994,3634.932,105.6041495,1.419895633,1.41055289
          Argentina,1995,5609.423,160.9352245,1.636361348,2.173382688
          Argentina,1996,6948.537,196.9142956,1.777576213,2.552341346
          Argentina,1997,9160.272,256.4829962,1.877668614,3.126315049
          Argentina,1998,7290.657,201.7636428,1.032282131,2.43754831
          Argentina,1999,23987.69639,656.4592472,2.197805167,8.45635188
          Argentina,2000,10418.31434,282.1043685,0.743878079,3.663958345
          Argentina,2001,2166.13683,58.07007918,0.261731685,0.805761203
          Argentina,2002,2148.907534,57.06477235,0.342196461,2.105909919
          Argentina,2003,1652.010645,43.47253319,0.281453746,1.274740739
          Argentina,2004,4124.704727,107.5800999,0.554150614,2.693606721
          Argentina,2005,5265.263175,136.1195287,0.536873412,2.874113177
          Argentina,2006,5537.347786,141.8965014,0.378401845,2.584319632
          Argentina,2007,6473.157762,164.4266132,0.327665724,2.466426196
          Argentina,2008,9725.55313,244.8879527,0.543112875,2.960880654
          Argentina,2009,4017.158925,100.2723727,0.335371476,1.3011463
          Argentina,2010,7055.069167,174.5769456,0.538965794,1.905419147
          Argentina,2011,7243.148181,177.6824772,0.475140562,1.616895454
          Armenia,1980,_,_,_,_
          Armenia,1981,_,_,_,_
          Armenia,1982,_,_,_,_
          Armenia,1983,_,_,_,_
          Armenia,1984,_,_,_,_
          Armenia,1985,_,_,_,_
          Armenia,1986,_,_,_,_
          Armenia,1987,_,_,_,_
          Armenia,1988,_,_,_,_
          Armenia,1989,_,_,_,_
          Armenia,1990,_,_,_,_
          Armenia,1991,_,_,_,_
          Armenia,1992,2.4,0.695664272,0.001446822,0.203948914
          Armenia,1993,0.8,0.237362452,0.000358236,0.072950208
          Armenia,1994,9.2,2.795893683,0.003593751,0.78017663
          Armenia,1995,25.32,7.855613087,0.007386262,1.967923585
          Armenia,1996,17.6,5.548226223,0.004502436,1.102091835
          Armenia,1997,51.9,16.55589001,0.01063844,3.167202286
          Armenia,1998,232.4,74.74829541,0.032905453,12.28219472
          Armenia,1999,122,39.47422915,0.011177907,6.610759057
          Armenia,2000,104.2,33.87408334,0.007439984,5.451034659
          Armenia,2001,69.9,22.79984735,0.008445932,3.299662317
          Armenia,2002,110.7,36.16386051,0.017628096,4.658460064
          Armenia,2003,120.9,39.50265213,0.020597784,4.306942584
          Armenia,2004,247.855,80.9292852,0.033299111,6.92988752
          Armenia,2005,239.385,78.07847084,0.02440893,4.884939873
          Armenia,2006,453.172,147.6205306,0.030968097,7.098055995
          Armenia,2007,698.807,227.3148523,0.035373014,7.590529355
          Armenia,2008,935.434,303.8023934,0.052238288,8.021185754
          Armenia,2009,777.5,252.0276475,0.064909387,8.99058336
          Armenia,2010,570.065,184.3634301,0.043549614,6.083174896
          Armenia,2011,524.628,169.221956,0.034414876,5.058417065
          Aruba,1980,0,0,0,0
          Aruba,1981,0,0,0,0
          Aruba,1982,0,0,0,0
          Aruba,1983,0,0,0,0
          Aruba,1984,0,0,0,0
          Aruba,1985,0,0,0,0
          Aruba,1986,0,0,0,0
          Aruba,1987,1.087875796,17.59462714,0.000796155,0.153550498
          Aruba,1988,12.26401663,200.8222934,0.007476985,1.643422389
          Aruba,1989,1.3,21.3023957,0.000658973,0.165388144
          Aruba,1990,130.503,2099.908282,0.062906649,15.76253522
          Aruba,1991,184.749,2858.033477,0.119910247,21.18344175
          Aruba,1992,-16.25698324,-238.0719802,-0.0098004,-1.696151009
          Aruba,1993,-2.569832402,-35.41030965,-0.001150759,-0.237292757
          Aruba,1994,-58.77094972,-765.6255663,-0.022957407,-4.418311634
          Aruba,1995,1.117318436,13.91031754,0.00032594,0.084602369
          Aruba,1996,84.46927374,1016.856755,0.021608948,6.12145749
          Aruba,1997,195.9217877,2300.604593,0.040159964,12.78993435
          Aruba,1998,83.57541899,962.5510382,0.011833421,5.018450185
          Aruba,1999,467.5418994,5286.423865,0.042837211,27.13850724
          Aruba,2000,-127.9329609,-1417.209967,-0.009134542,-6.828727173
          Aruba,2001,-266.9273743,-2889.981641,-0.032252511,-13.90054413
          Aruba,2002,332.122905,3510.961405,0.052887935,17.11008231
          Aruba,2003,159.7765363,1649.306181,0.027221196,7.904620534
          Aruba,2004,-105.698324,-1067.163985,-0.014200481,-4.743507137
          Aruba,2005,-207.7653631,-2057.164275,-0.021184829,-8.91312163
          Aruba,2006,220.3910615,2145.739614,0.015060709,9.090448232
          Aruba,2007,-474.3575419,-4551.283683,-0.024011574,-18.13769783
          Aruba,2008,14.24581006,134.9981053,0.000795542,0.518891729
          Aruba,2009,-33.46368715,-313.882932,-0.002793707,-1.337531261
          Aruba,2010,159.5530726,1484.380327,0.012188916,6.495780927
          Aruba,2011,543.7988827,5028.60971,0.035672459,19.37103415
          Australia,1980,1866.223965,126.8684139,3.450964458,1.065912672
          Australia,1981,2346.546543,157.46933,3.372916874,1.15121973
          Australia,1982,2286.32173,151.3152435,3.937911438,1.180258996
          Australia,1983,2990.964045,195.0697848,5.950065148,1.541225246
          Australia,1984,428.2504914,27.50851102,0.753445878,0.205526322
          Australia,1985,2098.624894,132.722819,3.756526246,1.145817872
          Australia,1986,5369.760089,334.2209831,6.216556652,2.791511983
          Australia,1987,5190.522203,317.8447592,3.798651615,2.261633086
          Australia,1988,8476.377245,510.7452527,5.167780246,2.921624703
          Australia,1989,7999.367389,474.6359633,4.054895572,2.478524381
          Australia,1990,8478.915898,495.9546102,4.087110512,2.588513409
          Australia,1991,2569.794977,148.3661121,1.667910244,0.772157599
          Australia,1992,4936.657731,281.6204947,2.976027013,1.499186346
          Australia,1993,5287.781525,298.2827514,2.367844366,1.650825731
          Australia,1994,4477.42643,249.83104,1.748995095,1.226014501
          Australia,1995,13352.55702,736.960506,3.895161446,3.386099476
          Australia,1996,4660.917471,254.4219338,1.192356899,1.06508434
          Australia,1997,8305.006754,448.3097524,1.702356712,1.891768525
          Australia,1998,7878.982052,420.5515537,1.115582914,2.013593111
          Australia,1999,2398.787058,126.5991385,0.219782113,0.560100029
          Australia,2000,15611.97335,814.6361624,1.114710535,3.798452004
          Australia,2001,11031.11552,569.136752,1.332876305,2.809913149
          Australia,2002,15048.13752,767.6034674,2.396296409,3.443787231
          Australia,2003,9412.352213,474.4100445,1.603586393,1.677282518
          Australia,2004,42457.80474,2111.927013,5.704170387,6.231560591
          Australia,2005,-24245.68719,-1188.309036,-2.472215418,-3.170342788
          Australia,2006,31049.64721,1496.780064,2.121817922,3.777194975
          Australia,2007,45534.5712,2155.994179,2.30492115,4.589295616
          Australia,2008,47217.70202,2194.761721,2.636820916,4.484550879
          Australia,2009,26553.78688,1212.374357,2.216836043,2.650250135
          Australia,2010,35556.24862,1596.714365,2.716288292,2.795422525
          Australia,2011,41316.68769,1827.708463,2.710317907,2.711735109
          Austria,1980,239.3,31.70041111,0.442506264,0.293749744
          Austria,1981,327.52,43.41256825,0.470775974,0.464585272
          Austria,1982,207.92,27.56392054,0.358116942,0.29417117
          Austria,1983,216.12,28.64234338,0.429937659,0.30229013
          Austria,1984,115.24,15.26163561,0.202748402,0.17097247
          Austria,1985,169.1679354,22.37783289,0.302809612,0.245945457
          Austria,1986,183.4009078,24.22443336,0.212322732,0.186756726
          Austria,1987,395.4913981,52.13888071,0.289437937,0.321307886
          Austria,1988,445.4270836,58.56956206,0.271562864,0.337065616
          Austria,1989,581.9797894,76.24538312,0.295006737,0.441184089
          Austria,1990,653,85.13120309,0.314767029,0.396114837
          Austria,1991,360,46.63467959,0.233655873,0.209105485
          Austria,1992,1432.938554,184.2236535,0.863836238,0.742108249
          Austria,1993,1136.586294,144.9796762,0.508958141,0.60367155
          Austria,1994,2102.394756,266.3204672,0.821248137,1.044911965
          Austria,1995,1904.478494,239.9910195,0.555567836,0.798263148
          Austria,1996,4425.783516,555.9705459,1.13220488,1.885798649
          Austria,1997,2653.594672,332.8830245,0.543932695,1.276858676
          Austria,1998,4533.05471,568.3285124,0.641833977,2.124958073
          Austria,1999,2974.499636,372.5251883,0.272530157,1.401112188
          Austria,2000,8839.718076,1104.314318,0.631164725,4.602327458
          Austria,2001,5919.195354,736.3575395,0.715209193,3.088109943
          Austria,2002,356.3220554,44.0825751,0.056741458,0.17168277
          Austria,2003,7144.037362,878.2678841,1.217132641,2.81332218
          Austria,2004,3890.521689,475.2912465,0.522688319,1.334974636
          Austria,2005,10784.46003,1310.03441,1.099639212,3.536078649
          Austria,2006,7933.351816,958.9208704,0.542135888,2.441373346
          Austria,2007,31153.59453,3749.026242,1.576968379,8.306693957
          Austria,2008,6858.314718,822.1618577,0.382995083,1.655902513
          Austria,2009,9303.417551,1111.567363,0.776693413,2.436885124
          Austria,2010,4264.646478,508.0804568,0.325793911,1.125097933
          Austria,2011,14127.93405,1679.21237,0.92677305,3.376471139
          Azerbaijan,1980,_,_,_,_
          Azerbaijan,1981,_,_,_,_
          Azerbaijan,1982,_,_,_,_
          Azerbaijan,1983,_,_,_,_
          Azerbaijan,1984,_,_,_,_
          Azerbaijan,1985,_,_,_,_
          Azerbaijan,1986,_,_,_,_
          Azerbaijan,1987,_,_,_,_
          Azerbaijan,1988,_,_,_,_
          Azerbaijan,1989,_,_,_,_
          Azerbaijan,1990,_,_,_,_
          Azerbaijan,1991,_,_,_,_
          Azerbaijan,1992,0,0,0,0
          Azerbaijan,1993,0.01,0.001322388,0.000004478,0.000239853
          Azerbaijan,1994,22,2.868417227,0.008593752,0.643304155
          Azerbaijan,1995,155,19.96188439,0.04521606,5.035216033
          Azerbaijan,1996,591,75.33163125,0.151189746,18.60506413
          Azerbaijan,1997,1051,132.8077969,0.215433528,26.52474844
          Azerbaijan,1998,1022.97,128.2616785,0.144842043,23.00672162
          Azerbaijan,1999,510.32,63.47806877,0.046756634,11.13938488
          Azerbaijan,2000,129.93,16.01953365,0.009277132,2.4642411
          Azerbaijan,2001,226.51,27.65195574,0.027368929,3.968555538
          Azerbaijan,2002,1392.44,168.1639641,0.221735013,22.32889408
          Azerbaijan,2003,3285,392.1576586,0.559666828,45.14587015
          Azerbaijan,2004,3556.1,419.3678337,0.477759047,40.96695819
          Azerbaijan,2005,1679.92,195.6147147,0.171293315,12.68292245
          Azerbaijan,2006,-583.985,-67.11145235,-0.039907373,-2.783275962
          Azerbaijan,2007,-4748.88,-538.3599977,-0.240384255,-14.36902378
          Azerbaijan,2008,14.09,1.575428239,0.000786841,0.02884262
          Azerbaijan,2009,473.305,52.20311817,0.039513746,1.06859169
          Azerbaijan,2010,563,61.27702407,0.043009889,1.086934131
          Azerbaijan,2011,1465,157.4249279,0.096101986,2.307888582
          Bahamas,1980,4.1,19.46818613,0.007581595,0.259379731
          Bahamas,1981,34.4,159.754795,0.049446426,1.897457468
          Bahamas,1982,2.8,12.71640598,0.00482266,0.153323263
          Bahamas,1983,-6,-26.65683326,-0.011936082,-0.334769091
          Bahamas,1984,-4.9,-21.31370732,-0.008620854,-0.252257753
          Bahamas,1985,-30.2,-128.7555478,-0.054057823,-1.338540491
          Bahamas,1986,-13.2,-55.23266761,-0.015281604,-0.521456291
          Bahamas,1987,10.8,44.40132217,0.007903913,0.384197385
          Bahamas,1988,36.7,148.3373685,0.022374834,1.170290513
          Bahamas,1989,25.4,100.9254145,0.012875312,0.709552587
          Bahamas,1990,-17.3,-67.54435282,-0.008339157,-0.467519554
          Bahamas,1991,-1.3,-4.983802641,-0.000843757,-0.035747451
          Bahamas,1992,0.3,1.128833802,0.000180853,0.00825472
          Bahamas,1993,27.1,100.110454,0.012135256,0.749849625
          Bahamas,1994,23.4,84.95929941,0.009140627,0.614326196
          Bahamas,1995,106.8,381.7366875,0.031155324,2.664293283
          Bahamas,1996,87.8,309.5069392,0.022461015,1.929562285
          Bahamas,1997,210,731.1544929,0.04304571,4.272667826
          Bahamas,1998,847.0085875,2914.979773,0.119927714,15.37126054
          Bahamas,1999,781.9,2659.632366,0.071639387,12.98834436
          Bahamas,2000,609.1,2046.356303,0.04349035,9.626124244
          Bahamas,2001,586.9,1945.916195,0.070914415,9.006153819
          Bahamas,2002,353.7,1156.634543,0.056323916,5.083349637
          Bahamas,2003,713.26,2299.347842,0.121518405,10.26374592
          Bahamas,2004,803.75,2553.703227,0.107983137,11.32931135
          Bahamas,2005,1054.31,3301.342068,0.10750289,13.68128235
          Bahamas,2006,1492.11,4604.339857,0.101965273,18.73195083
          Bahamas,2007,1622.83,4934.698855,0.08214627,19.5075207
          Bahamas,2008,1512.31,4532.474577,0.084453298,18.35295295
          Bahamas,2009,873.063,2580.293653,0.072887439,11.18344346
          Bahamas,2010,1141.52,3329.240515,0.087205415,14.82191308
          Bahamas,2011,1533.27,4416.405512,0.100580404,18.98813605
          Bahrain,1980,-418.04,-1167.84977,-0.773026823,-12.69849396
          Bahrain,1981,4.15,11.15369523,0.005965194,0.111668446
